int;string;money
-217851615;abc qwertyqwertyqwerty xxxxxxxxxx;561426380.85
-62185448;abc qwertyqwertyqwerty xxxxxxxxxx;564665099.90
24899887;abc qwertyqwertyqwerty xxxxxxxxxx;615244340.22
-162792170;abc qwertyqwertyqwerty xxxxxxxxxx;958702749.33
-20540453;abc qwertyqwertyqwerty xxxxxxxxxx;178594484.02
-405819259;abc qwertyqwertyqwerty xxxxxxxxxx;682648217.66
376350832;abc qwertyqwertyqwerty xxxxxxxxxx;342138710.98
244638003;abc qwertyqwertyqwerty xxxxxxxxxx;839487867.66
-219858680;abc qwertyqwertyqwerty xxxxxxxxxx;671359172.89
123573184;abc qwertyqwertyqwerty xxxxxxxxxx;628564432.19
133679744;abc qwertyqwertyqwerty xxxxxxxxxx;3251207.57
-452800930;abc qwertyqwertyqwerty xxxxxxxxxx;838480183.70
-191924584;abc qwertyqwertyqwerty xxxxxxxxxx;546959318.82
-325385854;abc qwertyqwertyqwerty xxxxxxxxxx;728580086.65
-53646677;abc qwertyqwertyqwerty xxxxxxxxxx;267492535.02
219637862;abc qwertyqwertyqwerty xxxxxxxxxx;392732837.78
429017013;abc qwertyqwertyqwerty xxxxxxxxxx;54270829.04
436601593;abc qwertyqwertyqwerty xxxxxxxxxx;651364761.93
122712519;abc qwertyqwertyqwerty xxxxxxxxxx;380494144.17
-186462664;abc qwertyqwertyqwerty xxxxxxxxxx;190246585.79
-51713431;abc qwertyqwertyqwerty xxxxxxxxxx;269992812.39
164867387;abc qwertyqwertyqwerty xxxxxxxxxx;720522042.24
289744991;abc qwertyqwertyqwerty xxxxxxxxxx;421336742.40
260658599;abc qwertyqwertyqwerty xxxxxxxxxx;255897617.06
39348191;abc qwertyqwertyqwerty xxxxxxxxxx;452846398.75
169385547;abc qwertyqwertyqwerty xxxxxxxxxx;117864723.60
411362267;abc qwertyqwertyqwerty xxxxxxxxxx;689011491.97
-223711465;abc qwertyqwertyqwerty xxxxxxxxxx;56466715.95
139546113;abc qwertyqwertyqwerty xxxxxxxxxx;408130064.40
314193080;abc qwertyqwertyqwerty xxxxxxxxxx;291020603.54
82089875;abc qwertyqwertyqwerty xxxxxxxxxx;870836975.41
137152598;abc qwertyqwertyqwerty xxxxxxxxxx;926802187.46
229930073;abc qwertyqwertyqwerty xxxxxxxxxx;513337535.67
-377250719;abc qwertyqwertyqwerty xxxxxxxxxx;997878991.30
-412352259;abc qwertyqwertyqwerty xxxxxxxxxx;61523085.06
228278558;abc qwertyqwertyqwerty xxxxxxxxxx;229369912.68
346475061;abc qwertyqwertyqwerty xxxxxxxxxx;549027904.07
322754008;abc qwertyqwertyqwerty xxxxxxxxxx;809370431.96
-385355193;abc qwertyqwertyqwerty xxxxxxxxxx;893220643.94
-84300121;abc qwertyqwertyqwerty xxxxxxxxxx;981217620.91
-426675926;abc qwertyqwertyqwerty xxxxxxxxxx;769882335.92
227965878;abc qwertyqwertyqwerty xxxxxxxxxx;400485362.44
-122614716;abc qwertyqwertyqwerty xxxxxxxxxx;3128571.63
340657934;abc qwertyqwertyqwerty xxxxxxxxxx;275585470.53
-274331119;abc qwertyqwertyqwerty xxxxxxxxxx;630502576.15
161737793;abc qwertyqwertyqwerty xxxxxxxxxx;13917642.01
-428462539;abc qwertyqwertyqwerty xxxxxxxxxx;479276695.42
-210646158;abc qwertyqwertyqwerty xxxxxxxxxx;259976349.25
-429271164;abc qwertyqwertyqwerty xxxxxxxxxx;519237760.06
290413288;abc qwertyqwertyqwerty xxxxxxxxxx;844502189.94
128462347;abc qwertyqwertyqwerty xxxxxxxxxx;53692285.38
-29870243;abc qwertyqwertyqwerty xxxxxxxxxx;516921915.24
466170680;abc qwertyqwertyqwerty xxxxxxxxxx;912266226.52
281134199;abc qwertyqwertyqwerty xxxxxxxxxx;968357412.69
437388163;abc qwertyqwertyqwerty xxxxxxxxxx;761910800.64
-132978168;abc qwertyqwertyqwerty xxxxxxxxxx;583564136.27
56150340;abc qwertyqwertyqwerty xxxxxxxxxx;750856784.41
62537539;abc qwertyqwertyqwerty xxxxxxxxxx;269240544.75
-432709083;abc qwertyqwertyqwerty xxxxxxxxxx;270757847.60
-5091369;abc qwertyqwertyqwerty xxxxxxxxxx;639536658.80
10660124;abc qwertyqwertyqwerty xxxxxxxxxx;711674656.69
-265364918;abc qwertyqwertyqwerty xxxxxxxxxx;178881652.11
-89529720;abc qwertyqwertyqwerty xxxxxxxxxx;315142344.24
165190983;abc qwertyqwertyqwerty xxxxxxxxxx;616742619.73
-367535;abc qwertyqwertyqwerty xxxxxxxxxx;106895858.26
-392344706;abc qwertyqwertyqwerty xxxxxxxxxx;288546546.84
-346298681;abc qwertyqwertyqwerty xxxxxxxxxx;328698902.60
-486414941;abc qwertyqwertyqwerty xxxxxxxxxx;625982428.99
236204108;abc qwertyqwertyqwerty xxxxxxxxxx;67138034.44
432251420;abc qwertyqwertyqwerty xxxxxxxxxx;244375951.12
-459661341;abc qwertyqwertyqwerty xxxxxxxxxx;122917325.29
30756192;abc qwertyqwertyqwerty xxxxxxxxxx;142347405.53
-371492288;abc qwertyqwertyqwerty xxxxxxxxxx;11840036.87
-163277008;abc qwertyqwertyqwerty xxxxxxxxxx;648103591.52
460588461;abc qwertyqwertyqwerty xxxxxxxxxx;534172291.46
-463428455;abc qwertyqwertyqwerty xxxxxxxxxx;790495536.02
-449076879;abc qwertyqwertyqwerty xxxxxxxxxx;17794071.27
-215179645;abc qwertyqwertyqwerty xxxxxxxxxx;45257378.97
-235006151;abc qwertyqwertyqwerty xxxxxxxxxx;81797265.28
-214010205;abc qwertyqwertyqwerty xxxxxxxxxx;818611436.44
-460056387;abc qwertyqwertyqwerty xxxxxxxxxx;371916296.58
183268357;abc qwertyqwertyqwerty xxxxxxxxxx;971526545.26
-199569278;abc qwertyqwertyqwerty xxxxxxxxxx;248800942.19
325960277;abc qwertyqwertyqwerty xxxxxxxxxx;130125536.51
354654724;abc qwertyqwertyqwerty xxxxxxxxxx;992120511.44
150593076;abc qwertyqwertyqwerty xxxxxxxxxx;605778966.91
29720396;abc qwertyqwertyqwerty xxxxxxxxxx;265317115.83
-89065968;abc qwertyqwertyqwerty xxxxxxxxxx;182250964.64
293426054;abc qwertyqwertyqwerty xxxxxxxxxx;588391739.49
94471807;abc qwertyqwertyqwerty xxxxxxxxxx;679687961.82
-459579905;abc qwertyqwertyqwerty xxxxxxxxxx;854339042.70
337506191;abc qwertyqwertyqwerty xxxxxxxxxx;648582401.67
-405660838;abc qwertyqwertyqwerty xxxxxxxxxx;416495810.36
-60181128;abc qwertyqwertyqwerty xxxxxxxxxx;686688595.65
54513337;abc qwertyqwertyqwerty xxxxxxxxxx;254322876.15
475861282;abc qwertyqwertyqwerty xxxxxxxxxx;834996470.21
197960289;abc qwertyqwertyqwerty xxxxxxxxxx;570598276.98
-137998877;abc qwertyqwertyqwerty xxxxxxxxxx;146043678.36
-297338207;abc qwertyqwertyqwerty xxxxxxxxxx;732946321.60
-58538723;abc qwertyqwertyqwerty xxxxxxxxxx;234565590.55
-211106927;abc qwertyqwertyqwerty xxxxxxxxxx;853464041.14
33187504;abc qwertyqwertyqwerty xxxxxxxxxx;935006542.93
264635264;abc qwertyqwertyqwerty xxxxxxxxxx;888483301.20
-124901786;abc qwertyqwertyqwerty xxxxxxxxxx;638216720.35
-74063774;abc qwertyqwertyqwerty xxxxxxxxxx;794764423.65
-251109593;abc qwertyqwertyqwerty xxxxxxxxxx;442435052.13
-288817597;abc qwertyqwertyqwerty xxxxxxxxxx;14173051.18
290677966;abc qwertyqwertyqwerty xxxxxxxxxx;970634287.01
-258141641;abc qwertyqwertyqwerty xxxxxxxxxx;640590363.81
216888341;abc qwertyqwertyqwerty xxxxxxxxxx;401242636.36
-37456525;abc qwertyqwertyqwerty xxxxxxxxxx;718453443.53
-91009831;abc qwertyqwertyqwerty xxxxxxxxxx;835508222.54
-218461092;abc qwertyqwertyqwerty xxxxxxxxxx;203315807.78
51267415;abc qwertyqwertyqwerty xxxxxxxxxx;930422221.57
-498706508;abc qwertyqwertyqwerty xxxxxxxxxx;367378343.01
-406082411;abc qwertyqwertyqwerty xxxxxxxxxx;13663743.21
-413299432;abc qwertyqwertyqwerty xxxxxxxxxx;390343848.22
-257928749;abc qwertyqwertyqwerty xxxxxxxxxx;886184816.30
-350231478;abc qwertyqwertyqwerty xxxxxxxxxx;129205316.57
-313190892;abc qwertyqwertyqwerty xxxxxxxxxx;592201834.91
-251786079;abc qwertyqwertyqwerty xxxxxxxxxx;123536889.28
262255494;abc qwertyqwertyqwerty xxxxxxxxxx;9001119.55
-198910714;abc qwertyqwertyqwerty xxxxxxxxxx;451192915.94
418154021;abc qwertyqwertyqwerty xxxxxxxxxx;71057545.95
-28635947;abc qwertyqwertyqwerty xxxxxxxxxx;948287985.16
-177186771;abc qwertyqwertyqwerty xxxxxxxxxx;424301162.53
442302299;abc qwertyqwertyqwerty xxxxxxxxxx;857569485.02
-129428899;abc qwertyqwertyqwerty xxxxxxxxxx;779796882.73
494408953;abc qwertyqwertyqwerty xxxxxxxxxx;223049115.99
-149146707;abc qwertyqwertyqwerty xxxxxxxxxx;861679802.12
138043808;abc qwertyqwertyqwerty xxxxxxxxxx;540749471.30
-488289643;abc qwertyqwertyqwerty xxxxxxxxxx;444948119.29
-251409983;abc qwertyqwertyqwerty xxxxxxxxxx;829956976.11
133485427;abc qwertyqwertyqwerty xxxxxxxxxx;691913359.71
-98744055;abc qwertyqwertyqwerty xxxxxxxxxx;239991691.90
350740267;abc qwertyqwertyqwerty xxxxxxxxxx;896758346.17
-77648310;abc qwertyqwertyqwerty xxxxxxxxxx;495261447.15
-369962548;abc qwertyqwertyqwerty xxxxxxxxxx;670367164.60
436852596;abc qwertyqwertyqwerty xxxxxxxxxx;535993953.36
-251313898;abc qwertyqwertyqwerty xxxxxxxxxx;670921983.34
489475651;abc qwertyqwertyqwerty xxxxxxxxxx;25614333.85
-180816184;abc qwertyqwertyqwerty xxxxxxxxxx;630482590.83
-162780564;abc qwertyqwertyqwerty xxxxxxxxxx;969739237.68
-77657718;abc qwertyqwertyqwerty xxxxxxxxxx;375924829.21
356691400;abc qwertyqwertyqwerty xxxxxxxxxx;625572349.65
-10515268;abc qwertyqwertyqwerty xxxxxxxxxx;107872688.61
85037090;abc qwertyqwertyqwerty xxxxxxxxxx;735296071.45
-114583684;abc qwertyqwertyqwerty xxxxxxxxxx;189110103.27
-63701877;abc qwertyqwertyqwerty xxxxxxxxxx;881711086.45
-188173626;abc qwertyqwertyqwerty xxxxxxxxxx;154607928.83
-416541693;abc qwertyqwertyqwerty xxxxxxxxxx;868149702.69
-355663682;abc qwertyqwertyqwerty xxxxxxxxxx;934220828.25
239117801;abc qwertyqwertyqwerty xxxxxxxxxx;919182495.51
285743157;abc qwertyqwertyqwerty xxxxxxxxxx;599144726.29
246594786;abc qwertyqwertyqwerty xxxxxxxxxx;34015372.78
-384949655;abc qwertyqwertyqwerty xxxxxxxxxx;395630681.31
-71497723;abc qwertyqwertyqwerty xxxxxxxxxx;208935632.40
-260604577;abc qwertyqwertyqwerty xxxxxxxxxx;465291048.99
96279955;abc qwertyqwertyqwerty xxxxxxxxxx;451089717.36
136916342;abc qwertyqwertyqwerty xxxxxxxxxx;485415975.25
462137434;abc qwertyqwertyqwerty xxxxxxxxxx;793304503.56
-134801583;abc qwertyqwertyqwerty xxxxxxxxxx;195600419.93
331337739;abc qwertyqwertyqwerty xxxxxxxxxx;827352788.91
-359916512;abc qwertyqwertyqwerty xxxxxxxxxx;396107771.54
13366453;abc qwertyqwertyqwerty xxxxxxxxxx;423950646.53
-1768715;abc qwertyqwertyqwerty xxxxxxxxxx;977752907.24
-375983703;abc qwertyqwertyqwerty xxxxxxxxxx;405475449.81
-17178189;abc qwertyqwertyqwerty xxxxxxxxxx;388622935.90
476157009;abc qwertyqwertyqwerty xxxxxxxxxx;370199505.98
-116826604;abc qwertyqwertyqwerty xxxxxxxxxx;805975261.46
-417141785;abc qwertyqwertyqwerty xxxxxxxxxx;644837641.31
82080459;abc qwertyqwertyqwerty xxxxxxxxxx;193484337.76
-136191167;abc qwertyqwertyqwerty xxxxxxxxxx;164780517.92
499725949;abc qwertyqwertyqwerty xxxxxxxxxx;571016762.64
348651692;abc qwertyqwertyqwerty xxxxxxxxxx;307861555.09
345529171;abc qwertyqwertyqwerty xxxxxxxxxx;805048512.01
-481782756;abc qwertyqwertyqwerty xxxxxxxxxx;231187877.47
425890340;abc qwertyqwertyqwerty xxxxxxxxxx;154295418.49
-330473680;abc qwertyqwertyqwerty xxxxxxxxxx;49695146.08
314958712;abc qwertyqwertyqwerty xxxxxxxxxx;137490494.43
-1034326;abc qwertyqwertyqwerty xxxxxxxxxx;658849158.99
-405892918;abc qwertyqwertyqwerty xxxxxxxxxx;788855639.14
177619623;abc qwertyqwertyqwerty xxxxxxxxxx;250562745.06
422587462;abc qwertyqwertyqwerty xxxxxxxxxx;963070984.30
326616734;abc qwertyqwertyqwerty xxxxxxxxxx;705424674.80
-184071576;abc qwertyqwertyqwerty xxxxxxxxxx;780403822.43
-276055395;abc qwertyqwertyqwerty xxxxxxxxxx;128350116.37
39811495;abc qwertyqwertyqwerty xxxxxxxxxx;463336571.34
466860827;abc qwertyqwertyqwerty xxxxxxxxxx;365286227.87
-261226443;abc qwertyqwertyqwerty xxxxxxxxxx;847117885.59
64195593;abc qwertyqwertyqwerty xxxxxxxxxx;975735376.50
441297743;abc qwertyqwertyqwerty xxxxxxxxxx;838524471.77
-26421462;abc qwertyqwertyqwerty xxxxxxxxxx;65398622.19
228825146;abc qwertyqwertyqwerty xxxxxxxxxx;382283227.76
32641606;abc qwertyqwertyqwerty xxxxxxxxxx;65498008.88
-415613936;abc qwertyqwertyqwerty xxxxxxxxxx;246278657.40
-14366254;abc qwertyqwertyqwerty xxxxxxxxxx;14597945.91
127119167;abc qwertyqwertyqwerty xxxxxxxxxx;14207409.57
-88603904;abc qwertyqwertyqwerty xxxxxxxxxx;894094621.81
-285779065;abc qwertyqwertyqwerty xxxxxxxxxx;275784977.61
-187221260;abc qwertyqwertyqwerty xxxxxxxxxx;490239193.37
450876571;abc qwertyqwertyqwerty xxxxxxxxxx;627055737.46
232213921;abc qwertyqwertyqwerty xxxxxxxxxx;638293968.42
-135892173;abc qwertyqwertyqwerty xxxxxxxxxx;951090757.79
-162640862;abc qwertyqwertyqwerty xxxxxxxxxx;41003309.46
254610818;abc qwertyqwertyqwerty xxxxxxxxxx;494813758.47
-455183531;abc qwertyqwertyqwerty xxxxxxxxxx;74467121.09
-241183532;abc qwertyqwertyqwerty xxxxxxxxxx;36844631.66
-105982909;abc qwertyqwertyqwerty xxxxxxxxxx;754050558.26
181105516;abc qwertyqwertyqwerty xxxxxxxxxx;166683970.82
-208900878;abc qwertyqwertyqwerty xxxxxxxxxx;892566470.12
310297554;abc qwertyqwertyqwerty xxxxxxxxxx;66322984.20
-65142973;abc qwertyqwertyqwerty xxxxxxxxxx;655108901.66
-298958961;abc qwertyqwertyqwerty xxxxxxxxxx;781872042.77
-314993163;abc qwertyqwertyqwerty xxxxxxxxxx;801338384.09
350503635;abc qwertyqwertyqwerty xxxxxxxxxx;19123476.56
-64529215;abc qwertyqwertyqwerty xxxxxxxxxx;880580049.79
423422973;abc qwertyqwertyqwerty xxxxxxxxxx;858398583.29
-302987428;abc qwertyqwertyqwerty xxxxxxxxxx;43385827.80
-146288495;abc qwertyqwertyqwerty xxxxxxxxxx;359023732.97
443609545;abc qwertyqwertyqwerty xxxxxxxxxx;131288822.10
103115709;abc qwertyqwertyqwerty xxxxxxxxxx;740359608.45
-337035249;abc qwertyqwertyqwerty xxxxxxxxxx;42280562.51
-278602428;abc qwertyqwertyqwerty xxxxxxxxxx;719193020.96
389424047;abc qwertyqwertyqwerty xxxxxxxxxx;196954998.25
452964485;abc qwertyqwertyqwerty xxxxxxxxxx;155569994.43
-68394938;abc qwertyqwertyqwerty xxxxxxxxxx;697848103.82
-53243380;abc qwertyqwertyqwerty xxxxxxxxxx;283026997.77
142432324;abc qwertyqwertyqwerty xxxxxxxxxx;559188263.69
-43489005;abc qwertyqwertyqwerty xxxxxxxxxx;428317357.25
413722576;abc qwertyqwertyqwerty xxxxxxxxxx;20124314.61
-8671743;abc qwertyqwertyqwerty xxxxxxxxxx;559886323.40
-53335578;abc qwertyqwertyqwerty xxxxxxxxxx;307212265.66
-114415731;abc qwertyqwertyqwerty xxxxxxxxxx;192619230.58
281627803;abc qwertyqwertyqwerty xxxxxxxxxx;726434925.96
-358714600;abc qwertyqwertyqwerty xxxxxxxxxx;184008191.98
488959440;abc qwertyqwertyqwerty xxxxxxxxxx;911742447.10
255956289;abc qwertyqwertyqwerty xxxxxxxxxx;238888926.55
8493069;abc qwertyqwertyqwerty xxxxxxxxxx;772979012.57
293558273;abc qwertyqwertyqwerty xxxxxxxxxx;671849518.97
317624228;abc qwertyqwertyqwerty xxxxxxxxxx;54425925.03
-461690654;abc qwertyqwertyqwerty xxxxxxxxxx;99995772.96
308515295;abc qwertyqwertyqwerty xxxxxxxxxx;562220364.79
-300488850;abc qwertyqwertyqwerty xxxxxxxxxx;255182160.25
-300254342;abc qwertyqwertyqwerty xxxxxxxxxx;734358814.21
-46381745;abc qwertyqwertyqwerty xxxxxxxxxx;616588727.67
362495246;abc qwertyqwertyqwerty xxxxxxxxxx;686445667.66
-30775746;abc qwertyqwertyqwerty xxxxxxxxxx;442558454.36
430945351;abc qwertyqwertyqwerty xxxxxxxxxx;547808420.94
87587810;abc qwertyqwertyqwerty xxxxxxxxxx;10125399.04
-451040629;abc qwertyqwertyqwerty xxxxxxxxxx;705589194.10
174101570;abc qwertyqwertyqwerty xxxxxxxxxx;87188893.47
486935558;abc qwertyqwertyqwerty xxxxxxxxxx;408629238.29
-121337561;abc qwertyqwertyqwerty xxxxxxxxxx;200418093.37
463747473;abc qwertyqwertyqwerty xxxxxxxxxx;611698733.96
-243842247;abc qwertyqwertyqwerty xxxxxxxxxx;775617331.27
-52074088;abc qwertyqwertyqwerty xxxxxxxxxx;783964447.96
350567269;abc qwertyqwertyqwerty xxxxxxxxxx;790048328.04
421584026;abc qwertyqwertyqwerty xxxxxxxxxx;802642653.10
-333044052;abc qwertyqwertyqwerty xxxxxxxxxx;315636183.37
-274186578;abc qwertyqwertyqwerty xxxxxxxxxx;794660087.88
221848181;abc qwertyqwertyqwerty xxxxxxxxxx;857788728.85
-35338781;abc qwertyqwertyqwerty xxxxxxxxxx;563071966.28
68986151;abc qwertyqwertyqwerty xxxxxxxxxx;36414997.59
307496160;abc qwertyqwertyqwerty xxxxxxxxxx;465784549.87
-428214981;abc qwertyqwertyqwerty xxxxxxxxxx;10830181.59
-430907248;abc qwertyqwertyqwerty xxxxxxxxxx;865294265.29
-217033355;abc qwertyqwertyqwerty xxxxxxxxxx;296134591.45
269326706;abc qwertyqwertyqwerty xxxxxxxxxx;793710003.86
-192392731;abc qwertyqwertyqwerty xxxxxxxxxx;405610714.24
-298046172;abc qwertyqwertyqwerty xxxxxxxxxx;459833732.24
364178584;abc qwertyqwertyqwerty xxxxxxxxxx;50114353.24
-93356716;abc qwertyqwertyqwerty xxxxxxxxxx;833941523.48
-12052741;abc qwertyqwertyqwerty xxxxxxxxxx;208811378.39
225775333;abc qwertyqwertyqwerty xxxxxxxxxx;84483837.05
-16656259;abc qwertyqwertyqwerty xxxxxxxxxx;790837995.91
-334328664;abc qwertyqwertyqwerty xxxxxxxxxx;693264854.64
213398615;abc qwertyqwertyqwerty xxxxxxxxxx;164803415.95
-331376717;abc qwertyqwertyqwerty xxxxxxxxxx;521876283.60
293714793;abc qwertyqwertyqwerty xxxxxxxxxx;827050801.07
299705101;abc qwertyqwertyqwerty xxxxxxxxxx;907751995.09
416091977;abc qwertyqwertyqwerty xxxxxxxxxx;223146496.76
391529767;abc qwertyqwertyqwerty xxxxxxxxxx;750820739.13
-176084102;abc qwertyqwertyqwerty xxxxxxxxxx;977063411.78
-284014866;abc qwertyqwertyqwerty xxxxxxxxxx;1105803.52
-211097761;abc qwertyqwertyqwerty xxxxxxxxxx;77576576.46
-22853595;abc qwertyqwertyqwerty xxxxxxxxxx;39307124.97
318188159;abc qwertyqwertyqwerty xxxxxxxxxx;651026151.72
217817463;abc qwertyqwertyqwerty xxxxxxxxxx;490501067.27
310070166;abc qwertyqwertyqwerty xxxxxxxxxx;694249764.53
145168018;abc qwertyqwertyqwerty xxxxxxxxxx;19912240.11
-262244001;abc qwertyqwertyqwerty xxxxxxxxxx;845303498.19
-489128235;abc qwertyqwertyqwerty xxxxxxxxxx;287541473.98
210472356;abc qwertyqwertyqwerty xxxxxxxxxx;237927692.88
239802514;abc qwertyqwertyqwerty xxxxxxxxxx;110475251.09
-419475749;abc qwertyqwertyqwerty xxxxxxxxxx;573283567.50
-442028596;abc qwertyqwertyqwerty xxxxxxxxxx;273670538.07
176400788;abc qwertyqwertyqwerty xxxxxxxxxx;645690959.16
235120004;abc qwertyqwertyqwerty xxxxxxxxxx;41084876.03
495905464;abc qwertyqwertyqwerty xxxxxxxxxx;159906813.85
-408771676;abc qwertyqwertyqwerty xxxxxxxxxx;202783550.16
-136046126;abc qwertyqwertyqwerty xxxxxxxxxx;638745300.94
41722889;abc qwertyqwertyqwerty xxxxxxxxxx;335161908.88
224870070;abc qwertyqwertyqwerty xxxxxxxxxx;935522685.73
22105061;abc qwertyqwertyqwerty xxxxxxxxxx;546730713.61
200420185;abc qwertyqwertyqwerty xxxxxxxxxx;52904011.45
-180039255;abc qwertyqwertyqwerty xxxxxxxxxx;988525164.38
-124470775;abc qwertyqwertyqwerty xxxxxxxxxx;616159138.13
-359116297;abc qwertyqwertyqwerty xxxxxxxxxx;709754990.89
128166756;abc qwertyqwertyqwerty xxxxxxxxxx;407725216.49
-214543906;abc qwertyqwertyqwerty xxxxxxxxxx;718652070.76
277625868;abc qwertyqwertyqwerty xxxxxxxxxx;79915497.90
-251357835;abc qwertyqwertyqwerty xxxxxxxxxx;749454106.67
320397106;abc qwertyqwertyqwerty xxxxxxxxxx;171273981.02
-48258133;abc qwertyqwertyqwerty xxxxxxxxxx;402908946.70
230234171;abc qwertyqwertyqwerty xxxxxxxxxx;229663834.97
-467137556;abc qwertyqwertyqwerty xxxxxxxxxx;241733737.90
-272424891;abc qwertyqwertyqwerty xxxxxxxxxx;659347680.18
-114608599;abc qwertyqwertyqwerty xxxxxxxxxx;251878176.25
253497249;abc qwertyqwertyqwerty xxxxxxxxxx;516776320.53
406800152;abc qwertyqwertyqwerty xxxxxxxxxx;554835498.78
-351616878;abc qwertyqwertyqwerty xxxxxxxxxx;67757341.90
23586320;abc qwertyqwertyqwerty xxxxxxxxxx;897564556.12
81685465;abc qwertyqwertyqwerty xxxxxxxxxx;319261462.80
151465254;abc qwertyqwertyqwerty xxxxxxxxxx;924071456.74
368518587;abc qwertyqwertyqwerty xxxxxxxxxx;548438649.57
-194635245;abc qwertyqwertyqwerty xxxxxxxxxx;470847721.45
-252747604;abc qwertyqwertyqwerty xxxxxxxxxx;42459750.68
-423458978;abc qwertyqwertyqwerty xxxxxxxxxx;102307328.94
108152426;abc qwertyqwertyqwerty xxxxxxxxxx;544006763.95
251359875;abc qwertyqwertyqwerty xxxxxxxxxx;475780682.08
70225394;abc qwertyqwertyqwerty xxxxxxxxxx;973610276.74
-136074006;abc qwertyqwertyqwerty xxxxxxxxxx;471593950.41
-232320392;abc qwertyqwertyqwerty xxxxxxxxxx;547493156.90
-466943371;abc qwertyqwertyqwerty xxxxxxxxxx;971915717.33
98571600;abc qwertyqwertyqwerty xxxxxxxxxx;130326037.68
-359624351;abc qwertyqwertyqwerty xxxxxxxxxx;233374570.01
360231329;abc qwertyqwertyqwerty xxxxxxxxxx;8347031.01
409518146;abc qwertyqwertyqwerty xxxxxxxxxx;25149182.74
162380162;abc qwertyqwertyqwerty xxxxxxxxxx;631377530.25
178815165;abc qwertyqwertyqwerty xxxxxxxxxx;423602001.55
425160887;abc qwertyqwertyqwerty xxxxxxxxxx;282025241.02
445429857;abc qwertyqwertyqwerty xxxxxxxxxx;606469978.55
-147065711;abc qwertyqwertyqwerty xxxxxxxxxx;297777456.55
-396542010;abc qwertyqwertyqwerty xxxxxxxxxx;203912238.35
-341376692;abc qwertyqwertyqwerty xxxxxxxxxx;126113142.68
-62630898;abc qwertyqwertyqwerty xxxxxxxxxx;883054871.56
189113180;abc qwertyqwertyqwerty xxxxxxxxxx;8273294.83
32714336;abc qwertyqwertyqwerty xxxxxxxxxx;884134769.92
-287798338;abc qwertyqwertyqwerty xxxxxxxxxx;452680531.43
203835621;abc qwertyqwertyqwerty xxxxxxxxxx;191108081.79
12882773;abc qwertyqwertyqwerty xxxxxxxxxx;726568637.22
253970303;abc qwertyqwertyqwerty xxxxxxxxxx;527922990.05
292415440;abc qwertyqwertyqwerty xxxxxxxxxx;895124375.77
170455434;abc qwertyqwertyqwerty xxxxxxxxxx;502837801.70
-461117523;abc qwertyqwertyqwerty xxxxxxxxxx;360306763.18
-167284931;abc qwertyqwertyqwerty xxxxxxxxxx;109307201.60
304745227;abc qwertyqwertyqwerty xxxxxxxxxx;357852440.22
168438372;abc qwertyqwertyqwerty xxxxxxxxxx;81736636.99
90901907;abc qwertyqwertyqwerty xxxxxxxxxx;729678621.19
-277812079;abc qwertyqwertyqwerty xxxxxxxxxx;441802060.55
-5056277;abc qwertyqwertyqwerty xxxxxxxxxx;881925007.94
-386414435;abc qwertyqwertyqwerty xxxxxxxxxx;669704392.22
-467453245;abc qwertyqwertyqwerty xxxxxxxxxx;114329386.34
-67199049;abc qwertyqwertyqwerty xxxxxxxxxx;414204860.12
83672811;abc qwertyqwertyqwerty xxxxxxxxxx;545039660.67
-464875917;abc qwertyqwertyqwerty xxxxxxxxxx;287539032.05
-133298890;abc qwertyqwertyqwerty xxxxxxxxxx;593788629.97
5119038;abc qwertyqwertyqwerty xxxxxxxxxx;563474174.98
238523637;abc qwertyqwertyqwerty xxxxxxxxxx;43726367.97
485665889;abc qwertyqwertyqwerty xxxxxxxxxx;233410830.66
128341388;abc qwertyqwertyqwerty xxxxxxxxxx;873306619.86
-479815010;abc qwertyqwertyqwerty xxxxxxxxxx;784086820.21
429860829;abc qwertyqwertyqwerty xxxxxxxxxx;197215812.56
-357417541;abc qwertyqwertyqwerty xxxxxxxxxx;501402216.64
-196889522;abc qwertyqwertyqwerty xxxxxxxxxx;998719455.73
-135906752;abc qwertyqwertyqwerty xxxxxxxxxx;965014026.79
410440017;abc qwertyqwertyqwerty xxxxxxxxxx;777539336.51
-356659165;abc qwertyqwertyqwerty xxxxxxxxxx;134136444.05
371314428;abc qwertyqwertyqwerty xxxxxxxxxx;635568079.39
162794323;abc qwertyqwertyqwerty xxxxxxxxxx;501320577.14
400688805;abc qwertyqwertyqwerty xxxxxxxxxx;354470757.99
265863376;abc qwertyqwertyqwerty xxxxxxxxxx;419795640.45
107390493;abc qwertyqwertyqwerty xxxxxxxxxx;243164920.16
472319256;abc qwertyqwertyqwerty xxxxxxxxxx;732432157.08
441518583;abc qwertyqwertyqwerty xxxxxxxxxx;900004830.15
451427482;abc qwertyqwertyqwerty xxxxxxxxxx;968415876.31
-184170011;abc qwertyqwertyqwerty xxxxxxxxxx;623863316.03
387307304;abc qwertyqwertyqwerty xxxxxxxxxx;447633883.80
384228868;abc qwertyqwertyqwerty xxxxxxxxxx;241382544.10
344930555;abc qwertyqwertyqwerty xxxxxxxxxx;911069506.66
437316533;abc qwertyqwertyqwerty xxxxxxxxxx;573408793.93
-274311504;abc qwertyqwertyqwerty xxxxxxxxxx;981004935.20
-186017946;abc qwertyqwertyqwerty xxxxxxxxxx;974214401.98
